Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions,,,,,,,,,,,,
,,,,,,,,,,,,,,,OF,Moises Sierra (13116786),Moises Sierra,13116786,OF,2800,WAS@NYM 08/11/2019 01:10PM ET,WAS,0,,,Braxton Lee,Braxton Lee (13116814)
,,,,,,,,,,,,,,,2B/SS,Adeiny Hechavarria (13116788),Adeiny Hechavarria,13116788,2B/SS,2800,WAS@NYM 08/11/2019 01:10PM ET,NYM,4.08,,,Tomas Telis,Tomas Telis (13116776)
,,,,,,,,,,,,,,,OF,Tyler Goeddel (13116799),Tyler Goeddel,13116799,OF,2800,WAS@NYM 08/11/2019 01:10PM ET,WAS,0,,,Andrew Velazquez,Andrew Velazquez (13116790)
,,,,,,,,,,,,,,,2B/SS,Luis Sardinas (13116800),Luis Sardinas,13116800,2B/SS,2800,WAS@NYM 08/11/2019 01:10PM ET,WAS,0,,,Corey Ray,Corey Ray (13116773)
,,,,,,,,,,,,,,,2B,Luis Carpio (13116808),Luis Carpio,13116808,2B,2800,WAS@NYM 08/11/2019 01:10PM ET,NYM,0,,,Tyrone Taylor,Tyrone Taylor (13116775)
,,,,,,,,,,,,,,,OF,Andrew Stevenson (13116810),Andrew Stevenson,13116810,OF,2800,WAS@NYM 08/11/2019 01:10PM ET,WAS,2.18,,,Jared Oliva,Jared Oliva (13116784)
,,,,,,,,,,,,,,,3B,Will Toffey (13116813),Will Toffey,13116813,3B,2800,WAS@NYM 08/11/2019 01:10PM ET,NYM,0,,,Pablo Reyes,Pablo Reyes (13116802)
,,,,,,,,,,,,,,,OF,Braxton Lee (13116814),Braxton Lee,13116814,OF,2800,WAS@NYM 08/11/2019 01:10PM ET,NYM,0,,,Elias Diaz,Elias Diaz (13116809)
,,,,,,,,,,,,,,,C,Tomas Telis (13116776),Tomas Telis,13116776,C,2800,CLE@MIN 08/11/2019 02:10PM ET,MIN,0,,,Erik Gonzalez,Erik Gonzalez (13116812)
,,,,,,,,,,,,,,,2B/3B,Andrew Velazquez (13116790),Andrew Velazquez,13116790,2B/3B,2800,CLE@MIN 08/11/2019 02:10PM ET,CLE,0.9,,,Steven Baron,Steven Baron (13116817)
,,,,,,,,,,,,,,,OF,Corey Ray (13116773),Corey Ray,13116773,OF,2800,TEX@MIL 08/11/2019 02:10PM ET,MIL,0,,,Luken Baker,Luken Baker (13116818)
,,,,,,,,,,,,,,,OF,Tyrone Taylor (13116775),Tyrone Taylor,13116775,OF,2800,TEX@MIL 08/11/2019 02:10PM ET,MIL,0,,,Josh Thole,Josh Thole (13116842)
,,,,,,,,,,,,,,,OF,Jared Oliva (13116784),Jared Oliva,13116784,OF,2800,PIT@STL 08/11/2019 02:15PM ET,PIT,0,,,Carlos Perez,Carlos Perez (13116829)
,,,,,,,,,,,,,,,2B/OF,Pablo Reyes (13116802),Pablo Reyes,13116802,2B/OF,2800,PIT@STL 08/11/2019 02:15PM ET,PIT,2.43,,,Jack Reinheimer,Jack Reinheimer (13116834)
,,,,,,,,,,,,,,,C,Elias Diaz (13116809),Elias Diaz,13116809,C,2800,PIT@STL 08/11/2019 02:15PM ET,PIT,4.5,,,Chris Davis,Chris Davis (13116840)
,,,,,,,,,,,,,,,SS,Erik Gonzalez (13116812),Erik Gonzalez,13116812,SS,2800,PIT@STL 08/11/2019 02:15PM ET,PIT,4.1,,,Rio Ruiz,Rio Ruiz (13116845)
,,,,,,,,,,,,,,,C,Steven Baron (13116817),Steven Baron,13116817,C,2800,PIT@STL 08/11/2019 02:15PM ET,PIT,0,,,Casey Gillaspie,Casey Gillaspie (13116824)
,,,,,,,,,,,,,,,1B,Luken Baker (13116818),Luken Baker,13116818,1B,2800,PIT@STL 08/11/2019 02:15PM ET,STL,0,,,Chad Spanberger,Chad Spanberger (13116851)
,,,,,,,,,,,,,,,C,Josh Thole (13116842),Josh Thole,13116842,C,2700,LAA@BOS 08/11/2019 01:05PM ET,LAA,0,,,Tony Cruz,Tony Cruz (13116823)
,,,,,,,,,,,,,,,C,Carlos Perez (13116829),Carlos Perez,13116829,C,2700,HOU@BAL 08/11/2019 01:05PM ET,BAL,0,,,Nick Ciuffo,Nick Ciuffo (13116836)
,,,,,,,,,,,,,,,3B/SS,Jack Reinheimer (13116834),Jack Reinheimer,13116834,3B/SS,2700,HOU@BAL 08/11/2019 01:05PM ET,BAL,0,,,Ramon Torres,Ramon Torres (13116827)
,,,,,,,,,,,,,,,1B,Chris Davis (13116840),Chris Davis,13116840,1B,2700,HOU@BAL 08/11/2019 01:05PM ET,BAL,4.45,,,Sergio Alcantara,Sergio Alcantara (13116841)
,,,,,,,,,,,,,,,3B,Rio Ruiz (13116845),Rio Ruiz,13116845,3B,2700,HOU@BAL 08/11/2019 01:05PM ET,BAL,4.53,,,Billy Hamilton,Billy Hamilton (13116846)
,,,,,,,,,,,,,,,1B,Casey Gillaspie (13116824),Casey Gillaspie,13116824,1B,2700,OAK@CWS 08/11/2019 02:10PM ET,CWS,0,,,Pete Kozma,Pete Kozma (13116847)
,,,,,,,,,,,,,,,1B,Chad Spanberger (13116851),Chad Spanberger,13116851,1B,2700,NYY@TOR 08/11/2019 01:07PM ET,TOR,0,,,Lucas Duda,Lucas Duda (13116826)
,,,,,,,,,,,,,,,C,Tony Cruz (13116823),Tony Cruz,13116823,C,2700,CHC@CIN 08/11/2019 01:10PM ET,CIN,0,,,Telmito Agustin,Telmito Agustin (13116830)
,,,,,,,,,,,,,,,C,Nick Ciuffo (13116836),Nick Ciuffo,13116836,C,2700,CHC@CIN 08/11/2019 01:10PM ET,CIN,1,,,Jacob Wilson,Jacob Wilson (13116831)
,,,,,,,,,,,,,,,2B/3B,Ramon Torres (13116827),Ramon Torres,13116827,2B/3B,2700,KC@DET 08/11/2019 01:10PM ET,KC,0,,,Jose Marmolejos,Jose Marmolejos (13116833)
,,,,,,,,,,,,,,,SS,Sergio Alcantara (13116841),Sergio Alcantara,13116841,SS,2700,KC@DET 08/11/2019 01:10PM ET,DET,0,,,Aaron Altherr,Aaron Altherr (13116837)
,,,,,,,,,,,,,,,OF,Billy Hamilton (13116846),Billy Hamilton,13116846,OF,2700,KC@DET 08/11/2019 01:10PM ET,KC,4.55,,,Taylor Motter,Taylor Motter (13116819)
,,,,,,,,,,,,,,,2B/SS,Pete Kozma (13116847),Pete Kozma,13116847,2B/SS,2700,KC@DET 08/11/2019 01:10PM ET,DET,0,,,Kevin Plawecki,Kevin Plawecki (13116839)
,,,,,,,,,,,,,,,1B,Lucas Duda (13116826),Lucas Duda,13116826,1B,2700,ATL@MIA 08/11/2019 01:10PM ET,ATL,4.05,,,Patrick Kivlehan,Patrick Kivlehan (13116821)
,,,,,,,,,,,,,,,OF,Telmito Agustin (13116830),Telmito Agustin,13116830,OF,2700,WAS@NYM 08/11/2019 01:10PM ET,WAS,0,,,Harrison Bader,Harrison Bader (13116825)
,,,,,,,,,,,,,,,2B/3B,Jacob Wilson (13116831),Jacob Wilson,13116831,2B/3B,2700,WAS@NYM 08/11/2019 01:10PM ET,WAS,0,,,Jacob Stallings,Jacob Stallings (13116838)
,,,,,,,,,,,,,,,1B,Jose Marmolejos (13116833),Jose Marmolejos,13116833,1B,2700,WAS@NYM 08/11/2019 01:10PM ET,WAS,0,,,Jung Ho Kang,Jung Ho Kang (13116843)
,,,,,,,,,,,,,,,OF,Aaron Altherr (13116837),Aaron Altherr,13116837,OF,2700,WAS@NYM 08/11/2019 01:10PM ET,NYM,1.15,,,Francisco Cervelli,Francisco Cervelli (13116849)
,,,,,,,,,,,,,,,OF/SS,Taylor Motter (13116819),Taylor Motter,13116819,SS/OF,2700,CLE@MIN 08/11/2019 02:10PM ET,MIN,0,,,Rangel Ravelo,Rangel Ravelo (13116850)
,,,,,,,,,,,,,,,C,Kevin Plawecki (13116839),Kevin Plawecki,13116839,C,2700,CLE@MIN 08/11/2019 02:10PM ET,CLE,3.96,,,Jabari Blash,Jabari Blash (13116852)
,,,,,,,,,,,,,,,1B/OF,Patrick Kivlehan (13116821),Patrick Kivlehan,13116821,1B/OF,2700,PIT@STL 08/11/2019 02:15PM ET,PIT,0,,,Jahmai Jones,Jahmai Jones (13116853)
,,,,,,,,,,,,,,,OF,Harrison Bader (13116825),Harrison Bader,13116825,OF,2700,PIT@STL 08/11/2019 02:15PM ET,STL,4.5,,,Peter Bourjos,Peter Bourjos (13116866)
,,,,,,,,,,,,,,,C,Jacob Stallings (13116838),Jacob Stallings,13116838,C,2700,PIT@STL 08/11/2019 02:15PM ET,PIT,4,,,Jose Fernandez,Jose Fernandez (13116877)
,,,,,,,,,,,,,,,3B/SS,Jung Ho Kang (13116843),Jung Ho Kang,13116843,3B/SS,2700,PIT@STL 08/11/2019 02:15PM ET,PIT,4.28,,,Colby Rasmus,Colby Rasmus (13116854)
,,,,,,,,,,,,,,,C,Francisco Cervelli (13116849),Francisco Cervelli,13116849,C,2700,PIT@STL 08/11/2019 02:15PM ET,PIT,4.09,,,Yusniel Diaz,Yusniel Diaz (13116857)
,,,,,,,,,,,,,,,1B,Rangel Ravelo (13116850),Rangel Ravelo,13116850,1B,2700,PIT@STL 08/11/2019 02:15PM ET,STL,1.21,,,Rylan Bannon,Rylan Bannon (13116858)
,,,,,,,,,,,,,,,OF,Jabari Blash (13116852),Jabari Blash,13116852,OF,2600,LAA@BOS 08/11/2019 01:05PM ET,LAA,0,,,Jaycob Brugman,Jaycob Brugman (13116862)
,,,,,,,,,,,,,,,OF,Jahmai Jones (13116853),Jahmai Jones,13116853,OF,2600,LAA@BOS 08/11/2019 01:05PM ET,LAA,0,,,Zach Vincej,Zach Vincej (13116867)
,,,,,,,,,,,,,,,OF,Peter Bourjos (13116866),Peter Bourjos,13116866,OF,2600,LAA@BOS 08/11/2019 01:05PM ET,LAA,1.46,,,Engelb Vielma,Engelb Vielma (13116875)
,,,,,,,,,,,,,,,1B/2B,Jose Fernandez (13116877),Jose Fernandez,13116877,1B/2B,2600,LAA@BOS 08/11/2019 01:05PM ET,LAA,0,,,Miguelangel Sierra,Miguelangel Sierra (13116879)
,,,,,,,,,,,,,,,OF,Colby Rasmus (13116854),Colby Rasmus,13116854,OF,2600,HOU@BAL 08/11/2019 01:05PM ET,BAL,0,,,Blake Rutherford,Blake Rutherford (13116861)
,,,,,,,,,,,,,,,OF,Yusniel Diaz (13116857),Yusniel Diaz,13116857,OF,2600,HOU@BAL 08/11/2019 01:05PM ET,BAL,0,,,Ryan Cordell,Ryan Cordell (13116869)
,,,,,,,,,,,,,,,3B,Rylan Bannon (13116858),Rylan Bannon,13116858,3B,2600,HOU@BAL 08/11/2019 01:05PM ET,BAL,0,,,Daniel Palka,Daniel Palka (13116871)
,,,,,,,,,,,,,,,OF,Jaycob Brugman (13116862),Jaycob Brugman,13116862,OF,2600,HOU@BAL 08/11/2019 01:05PM ET,BAL,0,,,Luis Basabe,Luis Basabe (13116882)
,,,,,,,,,,,,,,,SS,Zach Vincej (13116867),Zach Vincej,13116867,SS,2600,HOU@BAL 08/11/2019 01:05PM ET,BAL,0,,,Santiago Espinal,Santiago Espinal (13116856)
,,,,,,,,,,,,,,,2B/SS,Engelb Vielma (13116875),Engelb Vielma,13116875,2B/SS,2600,HOU@BAL 08/11/2019 01:05PM ET,BAL,0,,,Ronny Brito,Ronny Brito (13116881)
,,,,,,,,,,,,,,,SS,Miguelangel Sierra (13116879),Miguelangel Sierra,13116879,SS,2600,HOU@BAL 08/11/2019 01:05PM ET,HOU,0,,,Tyler Stephenson,Tyler Stephenson (13116855)
,,,,,,,,,,,,,,,OF,Blake Rutherford (13116861),Blake Rutherford,13116861,OF,2600,OAK@CWS 08/11/2019 02:10PM ET,CWS,0,,,Kade Scivicque,Kade Scivicque (13116863)
,,,,,,,,,,,,,,,OF,Ryan Cordell (13116869),Ryan Cordell,13116869,OF,2600,OAK@CWS 08/11/2019 02:10PM ET,CWS,3.93,,,Grayson Greiner,Grayson Greiner (13116870)
,,,,,,,,,,,,,,,OF,Daniel Palka (13116871),Daniel Palka,13116871,OF,2600,OAK@CWS 08/11/2019 02:10PM ET,CWS,1.24,,,Nicky Lopez,Nicky Lopez (13116872)
,,,,,,,,,,,,,,,OF,Luis Basabe (13116882),Luis Basabe,13116882,OF,2600,OAK@CWS 08/11/2019 02:10PM ET,CWS,0,,,Brandon Snyder,Brandon Snyder (13116859)
,,,,,,,,,,,,,,,SS,Santiago Espinal (13116856),Santiago Espinal,13116856,SS,2600,NYY@TOR 08/11/2019 01:07PM ET,TOR,0,,,Collin Cowgill,Collin Cowgill (13116868)
,,,,,,,,,,,,,,,SS,Ronny Brito (13116881),Ronny Brito,13116881,SS,2600,NYY@TOR 08/11/2019 01:07PM ET,TOR,0,,,Danny Espinosa,Danny Espinosa (13116883)
,,,,,,,,,,,,,,,C,Tyler Stephenson (13116855),Tyler Stephenson,13116855,C,2600,CHC@CIN 08/11/2019 01:10PM ET,CIN,0,,,Jake Noll,Jake Noll (13116885)
,,,,,,,,,,,,,,,C,Kade Scivicque (13116863),Kade Scivicque,13116863,C,2600,KC@DET 08/11/2019 01:10PM ET,DET,0,,,Ryan Flaherty,Ryan Flaherty (13116864)
,,,,,,,,,,,,,,,C,Grayson Greiner (13116870),Grayson Greiner,13116870,C,2600,KC@DET 08/11/2019 01:10PM ET,DET,4.67,,,Jacob Pearson,Jacob Pearson (13116880)
,,,,,,,,,,,,,,,2B/SS,Nicky Lopez (13116872),Nicky Lopez,13116872,2B/SS,2600,KC@DET 08/11/2019 01:10PM ET,KC,4.82,,,Tim Federowicz,Tim Federowicz (13116860)
,,,,,,,,,,,,,,,3B,Brandon Snyder (13116859),Brandon Snyder,13116859,3B,2600,WAS@NYM 08/11/2019 01:10PM ET,WAS,0,,,Jake Elmore,Jake Elmore (13116874)
,,,,,,,,,,,,,,,OF,Collin Cowgill (13116868),Collin Cowgill,13116868,OF,2600,WAS@NYM 08/11/2019 01:10PM ET,WAS,0,,,Anthony Bemboom,Anthony Bemboom (13116903)
,,,,,,,,,,,,,,,2B/SS,Danny Espinosa (13116883),Danny Espinosa,13116883,2B/SS,2600,WAS@NYM 08/11/2019 01:10PM ET,NYM,0,,,Bryce Brentz,Bryce Brentz (13116907)
,,,,,,,,,,,,,,,1B/3B,Jake Noll (13116885),Jake Noll,13116885,1B/3B,2600,WAS@NYM 08/11/2019 01:10PM ET,WAS,2,,,Cole Brannen,Cole Brannen (13116908)
,,,,,,,,,,,,,,,2B/3B,Ryan Flaherty (13116864),Ryan Flaherty,13116864,2B/3B,2600,CLE@MIN 08/11/2019 02:10PM ET,CLE,0,,,Jesus Sucre,Jesus Sucre (13116900)
,,,,,,,,,,,,,,,OF,Jacob Pearson (13116880),Jacob Pearson,13116880,OF,2600,CLE@MIN 08/11/2019 02:10PM ET,MIN,0,,,Jack Mayfield,Jack Mayfield (13116901)
,,,,,,,,,,,,,,,C,Tim Federowicz (13116860),Tim Federowicz,13116860,C,2600,TEX@MIL 08/11/2019 02:10PM ET,TEX,3.89,,,Jean Carmona,Jean Carmona (13116923)
,,,,,,,,,,,,,,,3B,Jake Elmore (13116874),Jake Elmore,13116874,3B,2600,PIT@STL 08/11/2019 02:15PM ET,PIT,0.27,,,Laz Rivera,Laz Rivera (13116889)
,,,,,,,,,,,,,,,C,Anthony Bemboom (13116903),Anthony Bemboom,13116903,C,2500,LAA@BOS 08/11/2019 01:05PM ET,LAA,3.33,,,Charlie Tilson,Charlie Tilson (13116894)
,,,,,,,,,,,,,,,OF,Bryce Brentz (13116907),Bryce Brentz,13116907,OF,2500,LAA@BOS 08/11/2019 01:05PM ET,BOS,0,,,Austin Beck,Austin Beck (13116920)
,,,,,,,,,,,,,,,OF,Cole Brannen (13116908),Cole Brannen,13116908,OF,2500,LAA@BOS 08/11/2019 01:05PM ET,BOS,0,,,Greg Deichmann,Greg Deichmann (13116921)
,,,,,,,,,,,,,,,C,Jesus Sucre (13116900),Jesus Sucre,13116900,C,2500,HOU@BAL 08/11/2019 01:05PM ET,BAL,3.1,,,Jameson Hannah,Jameson Hannah (13116922)
,,,,,,,,,,,,,,,2B/SS,Jack Mayfield (13116901),Jack Mayfield,13116901,2B/SS,2500,HOU@BAL 08/11/2019 01:05PM ET,HOU,3.19,,,Andy Burns,Andy Burns (13116911)
,,,,,,,,,,,,,,,SS,Jean Carmona (13116923),Jean Carmona,13116923,SS,2500,HOU@BAL 08/11/2019 01:05PM ET,BAL,0,,,Logan Warmoth,Logan Warmoth (13116912)
,,,,,,,,,,,,,,,SS,Laz Rivera (13116889),Laz Rivera,13116889,SS,2500,OAK@CWS 08/11/2019 02:10PM ET,CWS,0,,,Juan Graterol,Juan Graterol (13116895)
,,,,,,,,,,,,,,,OF,Charlie Tilson (13116894),Charlie Tilson,13116894,OF,2500,OAK@CWS 08/11/2019 02:10PM ET,CWS,4.04,,,Aramis Ademan,Aramis Ademan (13116913)
,,,,,,,,,,,,,,,OF,Austin Beck (13116920),Austin Beck,13116920,OF,2500,OAK@CWS 08/11/2019 02:10PM ET,OAK,0,,,Eddy Martinez,Eddy Martinez (13116914)
,,,,,,,,,,,,,,,OF,Greg Deichmann (13116921),Greg Deichmann,13116921,OF,2500,OAK@CWS 08/11/2019 02:10PM ET,OAK,0,,,D.J. Wilson,D.J. Wilson (13116915)
,,,,,,,,,,,,,,,OF,Jameson Hannah (13116922),Jameson Hannah,13116922,OF,2500,OAK@CWS 08/11/2019 02:10PM ET,OAK,0,,,Elier Hernandez,Elier Hernandez (13116893)
,,,,,,,,,,,,,,,SS,Andy Burns (13116911),Andy Burns,13116911,SS,2500,NYY@TOR 08/11/2019 01:07PM ET,TOR,0,,,Adrian Gonzalez,Adrian Gonzalez (13116890)
,,,,,,,,,,,,,,,SS,Logan Warmoth (13116912),Logan Warmoth,13116912,SS,2500,NYY@TOR 08/11/2019 01:07PM ET,TOR,0,,,Tres Barrera,Tres Barrera (13116892)
,,,,,,,,,,,,,,,C,Juan Graterol (13116895),Juan Graterol,13116895,C,2500,CHC@CIN 08/11/2019 01:10PM ET,CIN,2.6,,,Luis Guillorme,Luis Guillorme (13116896)
,,,,,,,,,,,,,,,SS,Aramis Ademan (13116913),Aramis Ademan,13116913,SS,2500,CHC@CIN 08/11/2019 01:10PM ET,CHC,0,,,Arismendy Alcantara,Arismendy Alcantara (13116917)
,,,,,,,,,,,,,,,OF,Eddy Martinez (13116914),Eddy Martinez,13116914,OF,2500,CHC@CIN 08/11/2019 01:10PM ET,CHC,0,,,Brent Rooker,Brent Rooker (13116887)
,,,,,,,,,,,,,,,OF,D.J. Wilson (13116915),D.J. Wilson,13116915,OF,2500,CHC@CIN 08/11/2019 01:10PM ET,CHC,0,,,Royce Lewis,Royce Lewis (13116888)
,,,,,,,,,,,,,,,OF,Elier Hernandez (13116893),Elier Hernandez,13116893,OF,2500,KC@DET 08/11/2019 01:10PM ET,KC,0,,,Eric Stamets,Eric Stamets (13116899)
,,,,,,,,,,,,,,,1B,Adrian Gonzalez (13116890),Adrian Gonzalez,13116890,1B,2500,WAS@NYM 08/11/2019 01:10PM ET,NYM,0,,,Ben Rortvedt,Ben Rortvedt (13116909)
,,,,,,,,,,,,,,,C,Tres Barrera (13116892),Tres Barrera,13116892,C,2500,WAS@NYM 08/11/2019 01:10PM ET,WAS,0,,,Gilberto Celestino,Gilberto Celestino (13116910)
,,,,,,,,,,,,,,,2B/SS,Luis Guillorme (13116896),Luis Guillorme,13116896,2B/SS,2500,WAS@NYM 08/11/2019 01:10PM ET,NYM,1.86,,,Travis Shaw,Travis Shaw (13116898)
,,,,,,,,,,,,,,,2B/SS,Arismendy Alcantara (13116917),Arismendy Alcantara,13116917,2B/SS,2500,WAS@NYM 08/11/2019 01:10PM ET,NYM,0,,,Adam Moore,Adam Moore (13116904)
,,,,,,,,,,,,,,,OF,Brent Rooker (13116887),Brent Rooker,13116887,OF,2500,CLE@MIN 08/11/2019 02:10PM ET,MIN,0,,,Carlos Asuaje,Carlos Asuaje (13116905)
,,,,,,,,,,,,,,,SS,Royce Lewis (13116888),Royce Lewis,13116888,SS,2500,CLE@MIN 08/11/2019 02:10PM ET,MIN,0,,,Bubba Thompson,Bubba Thompson (13116906)
,,,,,,,,,,,,,,,SS,Eric Stamets (13116899),Eric Stamets,13116899,SS,2500,CLE@MIN 08/11/2019 02:10PM ET,CLE,2,,,Brice Turang,Brice Turang (13116916)
,,,,,,,,,,,,,,,C,Ben Rortvedt (13116909),Ben Rortvedt,13116909,C,2500,CLE@MIN 08/11/2019 02:10PM ET,MIN,0,,,Stephen Alemais,Stephen Alemais (13116891)
,,,,,,,,,,,,,,,OF,Gilberto Celestino (13116910),Gilberto Celestino,13116910,OF,2500,CLE@MIN 08/11/2019 02:10PM ET,MIN,0,,,Calvin Mitchell,Calvin Mitchell (13116919)
,,,,,,,,,,,,,,,3B,Travis Shaw (13116898),Travis Shaw,13116898,3B,2500,TEX@MIL 08/11/2019 02:10PM ET,MIL,4.18,,,Brandon Marsh,Brandon Marsh (13116925)
,,,,,,,,,,,,,,,C,Adam Moore (13116904),Adam Moore,13116904,C,2500,TEX@MIL 08/11/2019 02:10PM ET,TEX,0,,,Chris Young,Chris Young (13116937)
,,,,,,,,,,,,,,,2B,Carlos Asuaje (13116905),Carlos Asuaje,13116905,2B,2500,TEX@MIL 08/11/2019 02:10PM ET,TEX,0,,,Triston Casas,Triston Casas (13116938)
,,,,,,,,,,,,,,,OF,Bubba Thompson (13116906),Bubba Thompson,13116906,OF,2500,TEX@MIL 08/11/2019 02:10PM ET,TEX,0,,,Luis Curbelo,Luis Curbelo (13116941)
,,,,,,,,,,,,,,,SS,Brice Turang (13116916),Brice Turang,13116916,SS,2500,TEX@MIL 08/11/2019 02:10PM ET,MIL,0,,,Kendrys Morales,Kendrys Morales (13116932)
,,,,,,,,,,,,,,,2B,Stephen Alemais (13116891),Stephen Alemais,13116891,2B,2500,PIT@STL 08/11/2019 02:15PM ET,PIT,0,,,Christian Colon,Christian Colon (13116926)
,,,,,,,,,,,,,,,OF,Calvin Mitchell (13116919),Calvin Mitchell,13116919,OF,2500,PIT@STL 08/11/2019 02:15PM ET,PIT,0,,,Blake Trahan,Blake Trahan (13116930)
,,,,,,,,,,,,,,,OF,Brandon Marsh (13116925),Brandon Marsh,13116925,OF,2400,LAA@BOS 08/11/2019 01:05PM ET,LAA,0,,,Jarrod Saltalamacchia,Jarrod Saltalamacchia (13116933)
,,,,,,,,,,,,,,,OF,Chris Young (13116937),Chris Young,13116937,OF,2400,LAA@BOS 08/11/2019 01:05PM ET,LAA,0,,,Jose Azocar,Jose Azocar (13116940)
,,,,,,,,,,,,,,,3B,Triston Casas (13116938),Triston Casas,13116938,3B,2400,LAA@BOS 08/11/2019 01:05PM ET,BOS,0,,,Yadiel Rivera,Yadiel Rivera (13116934)
,,,,,,,,,,,,,,,SS,Luis Curbelo (13116941),Luis Curbelo,13116941,SS,2400,OAK@CWS 08/11/2019 02:10PM ET,CWS,0,,,Rafael Bautista,Rafael Bautista (13116931)
,,,,,,,,,,,,,,,1B,Kendrys Morales (13116932),Kendrys Morales,13116932,1B,2400,NYY@TOR 08/11/2019 01:07PM ET,NYY,4.49,,,Wilmer Difo,Wilmer Difo (13116936)
,,,,,,,,,,,,,,,2B/SS,Christian Colon (13116926),Christian Colon,13116926,2B/SS,2400,CHC@CIN 08/11/2019 01:10PM ET,CIN,0,,,Alex Kirilloff,Alex Kirilloff (13116924)
,,,,,,,,,,,,,,,SS,Blake Trahan (13116930),Blake Trahan,13116930,SS,2400,CHC@CIN 08/11/2019 01:10PM ET,CIN,0,,,Adam Rosales,Adam Rosales (13116928)
,,,,,,,,,,,,,,,C,Jarrod Saltalamacchia (13116933),Jarrod Saltalamacchia,13116933,C,2400,KC@DET 08/11/2019 01:10PM ET,DET,0,,,Chris Gimenez,Chris Gimenez (13116939)
,,,,,,,,,,,,,,,OF,Jose Azocar (13116940),Jose Azocar,13116940,OF,2400,KC@DET 08/11/2019 01:10PM ET,DET,0,,,Dioner Navarro,Dioner Navarro (13116942)
,,,,,,,,,,,,,,,3B/SS,Yadiel Rivera (13116934),Yadiel Rivera,13116934,3B/SS,2400,ATL@MIA 08/11/2019 01:10PM ET,MIA,2.38,,,Brennon Lund,Brennon Lund (13116943)
,,,,,,,,,,,,,,,OF,Rafael Bautista (13116931),Rafael Bautista,13116931,OF,2400,WAS@NYM 08/11/2019 01:10PM ET,WAS,0,,,Cody Asche,Cody Asche (13116944)
,,,,,,,,,,,,,,,SS,Wilmer Difo (13116936),Wilmer Difo,13116936,SS,2400,WAS@NYM 08/11/2019 01:10PM ET,WAS,4.31,,,Chris Johnson,Chris Johnson (13116949)
,,,,,,,,,,,,,,,OF,Alex Kirilloff (13116924),Alex Kirilloff,13116924,OF,2400,CLE@MIN 08/11/2019 02:10PM ET,MIN,0,,,Erik Kratz,Erik Kratz (13116951)
,,,,,,,,,,,,,,,2B/3B,Adam Rosales (13116928),Adam Rosales,13116928,2B/3B,2400,CLE@MIN 08/11/2019 02:10PM ET,MIN,0,,,Sherman Johnson,Sherman Johnson (13116946)
,,,,,,,,,,,,,,,C,Chris Gimenez (13116939),Chris Gimenez,13116939,C,2400,CLE@MIN 08/11/2019 02:10PM ET,MIN,0,,,Parker Meadows,Parker Meadows (13116957)
,,,,,,,,,,,,,,,C,Dioner Navarro (13116942),Dioner Navarro,13116942,C,2400,CLE@MIN 08/11/2019 02:10PM ET,CLE,0,,,Wilkin Castillo,Wilkin Castillo (13116953)
,,,,,,,,,,,,,,,OF,Brennon Lund (13116943),Brennon Lund,13116943,OF,2300,LAA@BOS 08/11/2019 01:05PM ET,LAA,0,,,Victor Victor Mesa,Victor Victor Mesa (13116954)
,,,,,,,,,,,,,,,3B/OF,Cody Asche (13116944),Cody Asche,13116944,3B/OF,2300,LAA@BOS 08/11/2019 01:05PM ET,BOS,0,,,Drew Waters,Drew Waters (13116955)
,,,,,,,,,,,,,,,1B/3B,Chris Johnson (13116949),Chris Johnson,13116949,1B/3B,2300,OAK@CWS 08/11/2019 02:10PM ET,CWS,0,,,Greyson Jenista,Greyson Jenista (13116956)
,,,,,,,,,,,,,,,C,Erik Kratz (13116951),Erik Kratz,13116951,C,2300,NYY@TOR 08/11/2019 01:07PM ET,NYY,2,,,Ronald Torreyes,Ronald Torreyes (13116947)
,,,,,,,,,,,,,,,2B,Sherman Johnson (13116946),Sherman Johnson,13116946,2B,2300,CHC@CIN 08/11/2019 01:10PM ET,CIN,0,,,Brayan Rocchio,Brayan Rocchio (13116959)
,,,,,,,,,,,,,,,OF,Parker Meadows (13116957),Parker Meadows,13116957,OF,2300,KC@DET 08/11/2019 01:10PM ET,DET,0,,,Tuffy Gosewisch,Tuffy Gosewisch (13116952)
,,,,,,,,,,,,,,,C,Wilkin Castillo (13116953),Wilkin Castillo,13116953,C,2300,ATL@MIA 08/11/2019 01:10PM ET,MIA,4.5,,,Tristen Lutz,Tristen Lutz (13116958)
,,,,,,,,,,,,,,,OF,Victor Victor Mesa (13116954),Victor Victor Mesa,13116954,OF,2300,ATL@MIA 08/11/2019 01:10PM ET,MIA,0,,,Oneil Cruz,Oneil Cruz (13116960)
,,,,,,,,,,,,,,,OF,Drew Waters (13116955),Drew Waters,13116955,OF,2300,ATL@MIA 08/11/2019 01:10PM ET,ATL,0,,,Zack Cozart,Zack Cozart (13116967)
,,,,,,,,,,,,,,,1B,Greyson Jenista (13116956),Greyson Jenista,13116956,1B,2300,ATL@MIA 08/11/2019 01:10PM ET,ATL,0,,,Christopher Bostick,Christopher Bostick (13116963)
